song_name,artist,album,genre
Something About the Sunshine,Anna Margaret,Starstruck (Original Motion Picture Soundtrack),pop
Stuck On You,Nick Strand,Stuck On You,pop
Down Low,Astrid S,Down Low,pop
Favorite Part Of Me,Astrid S,Down Low,pop
Years,Astrid S,Down Low,pop
Some Say,Nea,Some Say,pop
All For Love,Tungevaag & Raaban,All For Love,pop
Boys Like You,Anna Clendening,Boys Like You,pop
Slow Dance (feat. Ava Max),AJ Mitchell,Slow Dance,pop
Why Do You Love Me,Charlotte Lawrence,Why Do You Love Me,pop
Home with You,Madison Beer,As She Pleases,pop
Dear Society,Madison Beer,Dear Society,pop
All Day And Night,Jax Jones,Snacks,pop
All For Love,Madison Beer,All For Love,pop
Dead,Madison Beer,Dead,pop
Sidelove,Astrid S,Down Low,pop
everything i wanted,Billie Eilish,everything i wanted,pop
Doing To Me,Astrid S,Trust Issues,pop
Young And Beautiful,Lana Del Rey,Young And Beautiful,pop
Dance Monkey,Tones and I,Dance Monkey (Stripped Back) / Dance Monkey,pop
The Kids Are Coming,Tones and I,The Kids Are Coming,pop
Never Seen The Rain,Tones and I,The Kids Are Coming,pop
Johnny Run Away,Tones and I,The Kids Are Coming,pop
Jimmy,Tones and I,The Kids Are Coming,pop
Say It to My Face,Madison Beer,As She Pleases,pop
If The World Was Ending (feat. Julia Michaels),JP Saxe,If The World Was Ending (feat. Julia Michaels),pop
Colourblind,Tones and I,The Kids Are Coming,pop
Easy,Camila Cabello,Romance,pop
Trampoline,SHAED,Melt (Deluxe),pop
Liar,Camila Cabello,Romance,pop
OK (Anxiety Anthem),Mabel,High Expectations,pop
Shameless,Camila Cabello,Romance,pop
Up All Night,Khalid,Up All Night,pop
Someone New,Astrid S,Someone New,pop
Ready,Alessia Cara,Ready,pop
It's You,Ali Gatie,YOU,pop
Feelings,Lauv,~how i'm feeling~,pop
Lonely,Noah Cyrus,Lonely,pop
Jesus In LA,Alec Benjamin,Jesus In LA,pop
Haloes,Ina Wroldsen,Haloes,pop
Torn,Ava Max,Torn,pop
Salt,Ava Max,Salt,pop
Freaking Me Out,Ava Max,Freaking Me Out,pop
Sweet but Psycho,Ava Max,Sweet but Psycho,pop
So Am I,Ava Max,So Am I,pop
My Way,Ava Max,My Way,pop
Slow Dance (feat. Ava Max) - Sam Feldt Remix,AJ Mitchell,Slow Dance (feat. Ava Max) [Sam Feldt Remix],pop
Takeaway,The Chainsmokers,World War Joy,pop
Before You Go,Lewis Capaldi,Divinely Uninspired To A Hellish Extent (Extended Edition),pop
"fuck, i'm lonely (with Anne-Marie) - from “13 Reasons Why: Season 3”",Lauv,~how i'm feeling~,pop
Daylight,Matt and Kim,Grand,pop
Unwritten,Natasha Bedingfield,Unwritten,pop
I Need Your Love (feat. Ellie Goulding),Calvin Harris,18 Months,pop
Burn,Ellie Goulding,Halcyon Days,pop
Applause,Lady Gaga,ARTPOP,pop
Judas,Lady Gaga,Born This Way,pop
Ratchet,DJ White Shadow,The Clock Is Ticking,pop
Run the World (Girls),Beyoncé,4,pop
Wake Me Up,Avicii,True,pop
Hey Brother,Avicii,True,pop
Blame,Calvin Harris,Motion,pop
Safe And Sound,Capital Cities,In A Tidal Wave Of Mystery (Deluxe Edition),pop
Demons,Imagine Dragons,Night Visions,pop
Waves - Robin Schulz Radio Edit,Mr. Probz,Waves (Robin Schulz Radio Edit),pop
This Is Love,will.i.am,#willpower (Deluxe),pop
Timber (feat. Ke$ha),Pitbull,Global Warming: Meltdown (Deluxe Version),pop
Die Young,Kesha,Warrior (Expanded Edition),pop
Give Me Everything,Pitbull,Planet Pit (Deluxe Version),pop
Starships,Nicki Minaj,Pink Friday ... Roman Reloaded,pop
I Took A Pill In Ibiza - Seeb Remix,Mike Posner,"At Night, Alone.",pop
Habits (Stay High) - The Chainsmokers Extended Mix,Tove Lo,Habits (Stay High) [The Chainsmokers Extended Mix],pop
Pompeii,Bastille,Bad Blood,pop
It's Time,Imagine Dragons,Night Visions,pop
Blinding Lights,The Weeknd,Blinding Lights,pop
DANCE,CLMD,DANCE,pop
The First One,Astrid S,The First One,pop
So High,Ruben,So High,pop
Cry for Me,Camila Cabello,Romance,pop
Grip,Seeb,Grip,pop
Watermelon Sugar,Harry Styles,Watermelon Sugar,pop
Voice of Chunk,The Lounge Lizards,Voice Of Chunk,pop
Heaven,The Neighbourhood,To Imagine - EP,pop
Kings of the Mountain,Lonely The Brave,The Day's War,pop
If You Can't Hang,Sleeping With Sirens,Let's Cheers To This,pop
"If I'm James Dean, You're Audrey Hepburn",Sleeping With Sirens,With Ears To See And Eyes To Hear,pop
The Bomb Dot Com V2.0,Sleeping With Sirens,With Ears To See And Eyes To Hear,pop
You Kill Me (In a Good Way),Sleeping With Sirens,With Ears To See And Eyes To Hear,pop
Captain Tyin Knots VS Mr Walkway (No Way),Sleeping With Sirens,With Ears To See And Eyes To Hear,pop
"In Case of Emergency, Dial 411",Sleeping With Sirens,With Ears To See And Eyes To Hear,pop
The Left Side of Everywhere,Sleeping With Sirens,With Ears To See And Eyes To Hear,pop
The Consequence,You Me At Six,Hold Me Down,pop
Underdog,You Me At Six,Hold Me Down,pop
Playing The Blame Game,You Me At Six,Hold Me Down,pop
Safer To Hate Her,You Me At Six,Hold Me Down,pop
Liquid Confidence (Nothing To Lose),You Me At Six,Hold Me Down,pop
Hard To Swallow,You Me At Six,Hold Me Down,pop
There’s No Such Thing As Accidental Infidelity,You Me At Six,Hold Me Down,pop
Fireworks,You Me At Six,Hold Me Down,pop
Gossip,You Me At Six,Take Off Your Colours,pop
Call That A Comeback,You Me At Six,Take Off Your Colours,pop
Jealous Minds Think Alike,You Me At Six,Take Off Your Colours,pop
Save It For The Bedroom,You Me At Six,Take Off Your Colours,pop
Take Off Your Colours,You Me At Six,Take Off Your Colours,pop
You’ve Made Your Bed (So Sleep In It),You Me At Six,Take Off Your Colours,pop
If You Run,You Me At Six,Take Off Your Colours,pop
If I Were In Your Shoes,You Me At Six,Take Off Your Colours,pop
Always Attract,You Me At Six,Take Off Your Colours,pop
The Rumour,You Me At Six,Take Off Your Colours,pop
Kiss And Tell,You Me At Six,Take Off Your Colours,pop
Finders Keepers,You Me At Six,Take Off Your Colours,pop
Sweet Feet,You Me At Six,Take Off Your Colours,pop
Loverboy,You Me At Six,Loverboy,pop
Loverboy - Acoustic Version,You Me At Six,Loverboy,pop
Starry Eyed,You Me At Six,Stay With Me,pop
Guts,All Time Low,Dirty Work,pop
Cheap Shots & Setbacks,AS IT IS,"Never Happy, Ever After",pop
Time-Bomb,All Time Low,Dirty Work,pop
That Girl,All Time Low,Dirty Work,pop
Weightless,All Time Low,Nothing Personal,pop
Break Your Little Heart,All Time Low,Nothing Personal,pop
Damned If I Do Ya (Damned If I Don't),All Time Low,Nothing Personal,pop
Lost In Stereo,All Time Low,Nothing Personal,pop
Sick Little Games,All Time Low,Nothing Personal,pop
A Party Song (The Walk of Shame),All Time Low,Nothing Personal,pop
Therapy,All Time Low,Nothing Personal,pop
Coffee Shop Soundtrack,All Time Low,Put Up Or Shut Up (Deluxe Version),pop
Jasey Rae,All Time Low,Put Up Or Shut Up (Deluxe Version),pop
Running From Lions,All Time Low,Put Up Or Shut Up (Deluxe Version),pop
Six Feet Under The Stars,All Time Low,"So Wrong, It's Right (Deluxe Version)",pop
"Dear Maria, Count Me In",All Time Low,"So Wrong, It's Right (Deluxe Version)",pop
Remembering Sunday,All Time Low,"So Wrong, It's Right (Deluxe Version)",pop
Poppin' Champagne,All Time Low,"So Wrong, It's Right (Deluxe Version)",pop
Give It Up,The Friday Night Boys,Everything You Ever Wanted: The B-Sides,pop
"You Do, You Don't",The Friday Night Boys,Everything You Ever Wanted: The B-Sides,pop
Stupid Love Letter,The Friday Night Boys,Off The Deep End,pop
She's Finding Me Out,The Friday Night Boys,Off The Deep End,pop
That's What She Said,The Friday Night Boys,That's What She Said EP,pop
When You See My Friends,Mayday Parade,Mayday Parade (Deluxe Edition),pop
You're Dead Wrong,Mayday Parade,Mayday Parade (Deluxe Edition),pop
"Call Me Hopeless, but Not Romantic",Mayday Parade,Mayday Parade (Deluxe Edition),pop
Without the Bitter the Sweet Isn't as Sweet,Mayday Parade,Mayday Parade (Deluxe Edition),pop
Terrible Things - EP Version,Mayday Parade,Valdosta EP,pop
Kids in Love,Mayday Parade,Anywhere But Here,pop
Bruised and Scarred,Mayday Parade,Anywhere But Here,pop
"If You Can't Live Without Me, Why Aren't You Dead Yet?",Mayday Parade,Anywhere But Here,pop
I Swear This Time I Mean It,Mayday Parade,Anywhere But Here,pop
Warm Me Up,The Audition,Champion,pop
Make It Rain,The Audition,Champion,pop
You've Made Us Conscious,The Audition,Controversy Loves Company,pop
Don't Be So Hard,The Audition,Controversy Loves Company,pop
My Temperature Is Rising,The Audition,Self-Titled Album,pop
Love With a Motive,The Audition,Self-Titled Album,pop
Los Angeles,The Audition,Self-Titled Album,pop
The Great Escape,Boys Like Girls,Boys Like Girls,pop
Five Minutes to Midnight,Boys Like Girls,Boys Like Girls,pop
Hero / Heroine,Boys Like Girls,Boys Like Girls,pop
Long Lost Friends,Transit,Listen & Forgive,pop
Voted Most Likely,Man Overboard,Man Overboard,pop
Punishment,Man Overboard,Man Overboard,pop
Picture Perfect,Man Overboard,Man Overboard,pop
Night Feelings,Man Overboard,Man Overboard,pop
Montrose,Man Overboard,Real Talk,pop
You Might As Well Be In Space,The Years Gone By,Forever Comes Too Soon,pop
Tear Down The Stars,The Years Gone By,Forever Comes Too Soon,pop
Stay Close,The Years Gone By,Forever Comes Too Soon,pop
Autumn,Sparks The Rescue,Eyes To The Sun,pop
We Love Like Vampires,Sparks The Rescue,Eyes To The Sun,pop
All the Pretty Girls,fun.,Aim and Ignite,pop
Up All Night,blink-182,Neighborhoods (Deluxe),pop
I Miss You,blink-182,blink-182 (International Version),pop
Down,blink-182,blink-182 (International Version),pop
First Date,blink-182,Take Off Your Pants And Jacket,pop
Story Of A Lonely Guy,blink-182,Take Off Your Pants And Jacket,pop
Stay Together For The Kids,blink-182,Take Off Your Pants And Jacket,pop
Roller Coaster,blink-182,Take Off Your Pants And Jacket,pop
What's My Age Again?,blink-182,Enema Of The State,pop
All The Small Things,blink-182,Enema Of The State,pop
Dammit,blink-182,Dude Ranch,pop
There Is,Box Car Racer,Box Car Racer,pop
1985,Bowling For Soup,A Hangover You Don't Deserve,pop
Havana (feat. Young Thug),Camila Cabello,Camila,pop
Stitches,Shawn Mendes,Handwritten,pop
Bad Liar,Selena Gomez,Bad Liar,pop
Most Girls,Hailee Steinfeld,Most Girls,pop
Swish Swish,Katy Perry,Witness (Deluxe),pop
Strip That Down,Liam Payne,Strip That Down,pop
Cool for the Summer,Demi Lovato,Confident (Deluxe Edition),pop
Sorry,Justin Bieber,Purpose (Deluxe),pop
Blank Space,Taylor Swift,1989 (Deluxe),pop
Treat You Better,Shawn Mendes,Illuminate,pop
Same Old Love,Selena Gomez,Revival (Deluxe),pop
"thank u, next",Ariana Grande,"thank u, next",pop
Dark Horse,Katy Perry,PRISM (Deluxe),pop
"Sit Still, Look Pretty",Daya,"Sit Still, Look Pretty",pop
Party In The U.S.A.,Miley Cyrus,The Time Of Our Lives (International Version),pop
Chandelier,Sia,1000 Forms Of Fear,pop
The Cure,Lady Gaga,The Cure,pop
Best Song Ever,One Direction,Midnight Memories (Deluxe),pop
Slow Hands,Niall Horan,Flicker (Deluxe),pop
Closer (feat. Halsey),The Chainsmokers,Closer (feat. Halsey),pop
We Can't Stop,Miley Cyrus,Bangerz (Deluxe Version),pop
no tears left to cry,Ariana Grande,Sweetener,pop
Girls Like You (feat. Cardi B),Maroon 5,Red Pill Blues (Deluxe),pop
Chloe (You're the One I Want),Emblem3,Nothing To Lose (Deluxe Version),pop
Uptown Funk,Mark Ronson,Uptown Special,pop
"How Far I'll Go - From ""Moana""",Alessia Cara,"How Far I'll Go (From ""Moana"")",pop
One Kiss (with Dua Lipa),Calvin Harris,One Kiss (with Dua Lipa),pop
Pretty Girls,Britney Spears,Pretty Girls,pop
Body on Me,Rita Ora,Body on Me,pop
Don't Call Me Up,Mabel,Ivy To Roses (Mixtape),pop
A Year Without Rain,Selena Gomez & The Scene,A Year Without Rain (International Standard Version),pop
Silence,Marshmello,Silence,pop
Wolves,Selena Gomez,Wolves,pop
Valentine,5 Seconds of Summer,Youngblood (Deluxe),pop
Alive,Krewella,Get Wet,pop
Hey There Delilah,Plain White T's,All That We Needed,pop
All of Me,John Legend,Love In The Future (Expanded Edition),pop
One Last Time,Ariana Grande,My Everything (Deluxe),pop
Say You Won't Let Go,James Arthur,Back from the Edge,pop
Malibu,Miley Cyrus,Malibu,pop
Halo,Beyoncé,I AM...SASHA FIERCE,pop
Umbrella,Rihanna,Good Girl Gone Bad: Reloaded,pop
Pumped Up Kicks,Foster The People,Torches,pop
All Star,Smash Mouth,Astro Lounge,pop
Seventeen,Troye Sivan,Bloom,pop
Lie To Me (feat. Julia Michaels),5 Seconds of Summer,Lie To Me (feat. Julia Michaels),pop
On The Floor,Jennifer Lopez,Love?,pop
Shut Up and Dance,WALK THE MOON,TALKING IS HARD (Expanded Edition),pop
Honestly,Hot Chelle Rae,Whatever,pop
Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),pop
Just The Way You Are,Bruno Mars,Just The Way You Are,pop
Bad Day,Daniel Powter,Daniel Powter (U.S. Release),pop
I Want It That Way,Backstreet Boys,The Hits--Chapter One,pop
Somebody That I Used To Know,Gotye,Making Mirrors,pop
Take Me to Church,Hozier,Hozier,pop
Don't Stop The Music,Rihanna,Good Girl Gone Bad: Reloaded,pop
Wake Me Up Before You Go-Go,Wham!,Make It Big,pop
"Let It Go - From ""Frozen""/Soundtrack Version",Idina Menzel,Frozen (Original Motion Picture Soundtrack / Deluxe Edition),pop
Sugar,Maroon 5,V (Deluxe),pop
Animals,Maroon 5,V,pop
Let It Go - English Version,Idina Menzel,Let It Go The Complete Set (From “Frozen”),pop
Photograph,Ed Sheeran,x (Deluxe Edition),pop
Call Me Maybe,Carly Rae Jepsen,Call Me Maybe,pop
Titanium (feat. Sia),David Guetta,Nothing but the Beat (Ultimate Edition),pop
Lights Down Low,MAX,Hell's Kitchen Angel,pop
Best Day Of My Life,American Authors,"Oh, What A Life",pop
Take Me To Church,Hozier,Hozier,pop
Lose You To Love Me,Selena Gomez,Rare,pop
Wrong Direction,Hailee Steinfeld,Wrong Direction,pop
Adore You,Harry Styles,Fine Line,pop
7 rings,Ariana Grande,"thank u, next",pop
Teeth,5 Seconds of Summer,13 Reasons Why (Season 3),pop
Without Me,Halsey,Without Me,pop
2002,Anne-Marie,Speak Your Mind (Deluxe),pop
Bang Bang,Jessie J,Sweet Talker,pop
You Need To Calm Down,Taylor Swift,Lover,pop
Meant to Be (feat. Florida Georgia Line),Bebe Rexha,Expectations,pop
Scars To Your Beautiful,Alessia Cara,Know-It-All (Deluxe),pop
Woman Like Me (feat. Nicki Minaj),Little Mix,LM5 (Deluxe),pop
Because of You,Kelly Clarkson,Breakaway,pop
Strip That Down (feat. Quavo),Liam Payne,LP1,pop
Rewrite The Stars,Zac Efron,Rewrite The Stars,pop
Hate Me (with Juice WRLD),Ellie Goulding,Hate Me (with Juice WRLD),pop
Somebody To You,The Vamps,Meet The Vamps,pop
Pretty Brown Eyes,Cody Simpson,Surfers Paradise,pop
I Like Me Better,Lauv,I Like Me Better,pop
Something About the Sunshine,Anna Margaret,Starstruck (Original Motion Picture Soundtrack),pop
Who Will I Be,Demi Lovato,Camp Rock OST,pop
Introducing Me,Nick Jonas,Camp Rock 2: The Final Jam,pop
Play My Music,Jonas Brothers,Camp Rock OST,pop
Mine,Bazzi,COSMIC,pop
Lovin' So Hard,Becky G,Lovin' So Hard,pop
Shower,Becky G,Shower,pop
Kiss You,One Direction,Take Me Home: Yearbook Edition,pop
Die Young,Kesha,Warrior (Deluxe Version),pop
Wannabe,Spice Girls,Spice,pop
Live While We're Young,One Direction,Take Me Home: Yearbook Edition,pop
Last Friday Night (T.G.I.F.),Katy Perry,Katy Perry - Teenage Dream: The Complete Confection,pop
Your Love Is My Drug,Kesha,Animal,pop
22,Taylor Swift,22,pop
Can We Dance,The Vamps,Can We Dance,pop
What the Hell,Avril Lavigne,Goodbye Lullaby,pop
Hair,Little Mix,Hair,pop
Domino,Jessie J,Who You Are (Platinum Edition),pop
Baby,Justin Bieber,My World 2.0,pop
Volcanic Love,The Aces,When My Heart Felt Volcanic,pop
Lightning In A Bottle,The Summer Set,Legendary,pop
Body Language (feat. Usher & Tinashe),Kid Ink,Full Speed,pop
No Control,One Direction,FOUR (Deluxe),pop
Made In The USA,Demi Lovato,Demi,pop
Stutter,Marianas Trench,Ever After,pop
"Stand Out - From ""How to Build a Better Boy""",Sabrina Carpenter,"Stand Out (From ""How to Build a Better Boy"")",pop
You'll Always Find Your Way Back Home,Hannah Montana,Hannah Montana The Movie,pop
Round & Round,Selena Gomez & The Scene,A Year Without Rain,pop
Better in Stereo - Theme Song Version,Dove Cameron,Liv and Maddie (Music from the TV Series),pop
Had Me @ Hello,Olivia Holt,Make Your Mark: Ultimate Playlist,pop
"Wildside - From ""Adventures in Babysitting""",Sabrina Carpenter,Your Favorite Songs from 100 Disney Channel Original Movies,pop
Make You Believe,Lucy Hale,A Cinderella Story: Once Upon A Song - Original Motion Picture Soundtrack,pop
Loud,R5,Louder (Deluxe),pop
Smile,R5,Sometime Last Night,pop
Cloud 9 - Original TV Movie Soundtrack,Dove Cameron,Cloud 9,pop
She's So Gone,Naomi Scott,Lemonade Mouth,pop
"The Best of Both Worlds - From ""Hannah Montana""/Soundtrack Version",Hannah Montana,Hannah Montana,pop
Shadows Of The Night,Pat Benatar,Get Nervous,pop
Heaven Is a Place on Earth,Belinda Carlisle,Greatest Vol.1 - Belinda Carlisle,pop
I Don't Want It At All,Kim Petras,I Don't Want It At All,pop
Hillside Boys,Kim Petras,Hillside Boys,pop
Phantom,Jessie Paege,Phantom,pop
There's Nothing Holdin' Me Back,Shawn Mendes,Illuminate,pop
Budapest,George Ezra,Wanted on Voyage,pop
broken,lovelytheband,finding it hard to smile,pop
Telephone,Waterparks,FANDOM,pop
Stupid for You,Waterparks,Double Dare,pop
Cough Syrup,Young the Giant,Young the Giant (Special Edition),pop
I Think I'm In Love,Kat Dahlia,My Garden,pop
You should be sad,Halsey,You should be sad,pop
Dealer,Troy Murray,Let Me Explain,pop
Drip Too Hard (Lil Baby & Gunna),Lil Baby,Drip Harder,pop
Pure Water (with Migos),Mustard,Pure Water (with Migos),pop
Break Me Down,L0uie L0u,Break Me Down,pop
Make You Mine,L0uie L0u,Make You Mine,pop
ZEZE,Kodak Black,Dying to Live,pop
So Good,Jae Mazor,Get Closer,pop
Up in There (feat. Rippa da Kid & Troy Murray),Jae Mazor,Get Closer,pop
Breathe,Jae Mazor,Get Closer,pop
Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,Hoodie SZN,pop
All I Got (feat. Jae Mazor & Rippa Da Kid),Orion Paxx,All I Got (feat. Jae Mazor & Rippa Da Kid),pop
Better Now,Post Malone,beerbongs & bentleys,pop
Hustler,Only1Tipy,Hustler,pop
Thotiana,Blueface,Famous Cryp,pop
Raw,Rippa da Kid,Built for This,pop
a lot,21 Savage,i am > i was,pop
I'm Good,Rippa da Kid,Built for This,pop
Relentless,Fayn,Better Than My Last,pop
Please Me,Cardi B,Please Me,pop
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",pop
How You Want It (feat. Jae Mazor),Fayn,Heart of a Wolf,pop
Look Back at It,A Boogie Wit da Hoodie,Hoodie SZN,pop
SICKO MODE,Travis Scott,ASTROWORLD,pop
Epic,Fayn,Better Than My Last,pop
Going Bad (feat. Drake),Meek Mill,Championships,pop
Adan y Eva,Paulo Londra,Adan y Eva,pop
Irresistible,Fall Out Boy,Irresistible,pop
Like A G6,Far East Movement,Free Wired,pop
Thnks fr th Mmrs,Fall Out Boy,Infinity On High,pop
Quarter Past Midnight,Bastille,Quarter Past Midnight,pop
Alone Together,Fall Out Boy,Save Rock And Roll,pop
Viva La Vida,Coldplay,Viva La Vida or Death and All His Friends,pop
The Phoenix,Fall Out Boy,Save Rock And Roll,pop
Good Feeling,Flo Rida,Wild Ones,pop
Maps,Maroon 5,V,pop
Thunder,Imagine Dragons,Evolve,pop
Believer,Imagine Dragons,Evolve,pop
Holiday,Green Day,Greatest Hits: God's Favorite Band,pop
Boulevard of Broken Dreams,Green Day,Greatest Hits: God's Favorite Band,pop
"You're Gonna Go Far, Kid",The Offspring,"Rise And Fall, Rage And Grace",pop
Basket Case,Green Day,Dookie,pop
Low (feat. T-Pain),Flo Rida,Mail on Sunday,pop
Dynamite,Taio Cruz,Rokstarr,pop
Hooked on a Feeling,Blue Swede,Hooked On A Feeling,pop
Escape (The Pina Colada Song),Rupert Holmes,Partners In Crime,pop
I Don't Care - Single Version,Fall Out Boy,Folie à Deux,pop
Uma Thurman,Fall Out Boy,American Beauty/American Psycho,pop
Say Amen (Saturday Night),Panic! At The Disco,Say Amen for Silver Linings,pop
Thunder,Imagine Dragons,Evolve,pop
American Idiot,Green Day,American Idiot,pop
Centuries,Fall Out Boy,American Beauty/American Psycho,pop
Immortals,Fall Out Boy,American Beauty/American Psycho,pop
Youngblood,5 Seconds of Summer,Youngblood (Deluxe),pop
Godzilla,Blue Öyster Cult,Spectres,pop
Cherry Pie,Warrant,Cherry Pie (Expanded Edition),pop
Juke Box Hero,Foreigner,4 (Expanded),pop
